Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Españoles_0_15_años,Españoles_16_64_años,Españoles_65_mas_años,Total_Españoles,Extranjeros_0_15_años,Extranjeros_16_64_años,Extranjeros_65_mas_años,Total_Extranjeros,Total_personas,Año,Latitud ,Longitud
1,Centro,11,Palacio,1636,13126,4132,18894,270,3569,189,4028,22923,2019,40.41693878,-3.718042236
1,Centro,12,Embajadores,3031,24302,6055,33388,956,10599,314,11869,45259,2019,40.41107777,-3.703573122
1,Centro,13,Cortes,622,5763,1679,8064,140,2181,99,2420,10484,2019,40.41590962,-3.698176901
1,Centro,14,Justicia,1189,9670,2627,13486,264,3272,131,3667,17153,2019,40.42372487,-3.696153568
1,Centro,15,Universidad,2053,17908,4919,24880,496,6100,249,6845,31725,2019,40.42659076,-3.708216164
1,Centro,16,Sol,403,3760,1166,5329,109,1814,85,2008,7337,2019,40.41830574,-3.705371802
2,Arganzuela,21,Imperial,2572,13754,4834,21160,126,1406,74,1606,22766,2019,40.40414744,-3.718012535
2,Arganzuela,22,Acacias,3743,22234,8230,34207,214,2249,114,2577,36785,2019,40.40184369,-3.70730731
2,Arganzuela,23,Chopera,1895,10963,4470,17328,258,2313,94,2665,19993,2019,40.39476145,-3.699616248
2,Arganzuela,24,Legazpi,3716,12898,1647,18261,146,1190,55,1391,19652,2019,40.38934077,-3.686816155
2,Arganzuela,25,Delicias,3640,16290,4578,24508,317,2725,108,3150,27658,2019,40.39706357,-3.690456946
2,Arganzuela,26,Palos de Moguer,2233,14532,5194,21959,297,3409,135,3841,25801,2019,40.40415134,-3.695308006
2,Arganzuela,27,Atocha,239,759,112,1110,3,61,1,65,1175,2019,40.40274032,-3.688177947
3,Retiro,31,Pacífico,3312,19072,8229,30613,258,2548,152,2958,33571,2019,40.40406672,-3.67840479
3,Retiro,32,Adelfas,2377,10932,3862,17171,139,1094,70,1303,18474,2019,40.40162378,-3.670517136
3,Retiro,33,Estrella,2987,12285,7073,22345,78,806,77,961,23306,2019,40.41237553,-3.666253718
3,Retiro,34,Ibiza,2449,11493,5254,19196,239,2084,127,2450,21646,2019,40.41908803,-3.674417336
3,Retiro,35,Los Jerónimos,774,3758,1783,6315,71,581,72,724,7039,2019,40.41397694,-3.685503758
3,Retiro,36,Niño Jesús,2202,8298,3974,14474,93,701,75,869,15343,2019,40.41157409,-3.673287882
4,Salamanca,41,Recoletos,1630,8037,3423,13090,244,2208,192,2644,15734,2019,40.42492822,-3.685719609
4,Salamanca,42,Goya,2894,15820,6811,25525,325,3556,243,4124,29649,2019,40.42509854,-3.674486022
4,Salamanca,43,Fuente del Berro,2131,11456,4994,18581,209,2143,138,2490,21071,2019,40.42532859,-3.664001882
4,Salamanca,44,Guindalera,4462,22796,9928,37186,327,3889,207,4423,41609,2019,40.43630674,-3.66653976
4,Salamanca,45,Lista,2169,11044,4870,18083,200,2536,142,2878,20961,2019,40.43140714,-3.676307495
4,Salamanca,46,Castellana,1818,8706,3784,14308,177,2458,181,2816,17124,2019,40.43348152,-3.684552837
5,Chamartin,51,El Viso,2316,9478,3601,15395,139,1624,144,1907,17302,2019,40.44514093,-3.685298004
5,Chamartin,52,Prosperidad,3801,20133,8929,32863,320,3256,212,3788,36651,2019,40.44359358,-3.669811488
5,Chamartin,53,Ciudad Jardín,2090,10205,4202,16497,202,1836,107,2145,18642,2019,40.44872948,-3.672972488
5,Chamartin,54,Hispanoamérica,4557,17323,7580,29460,198,1858,217,2273,31733,2019,40.45552562,-3.6771435
5,Chamartin,55,Nueva España,4031,13438,4936,22405,216,1822,214,2252,24657,2019,40.46296601,-3.678451861
5,Chamartin,56,Castilla,2169,9576,3702,15447,113,1208,112,1433,16880,2019,40.47398532,-3.679434358
6,Tetuan,61,Bellas Vistas,2763,14614,5119,22496,721,5691,238,6650,29146,2019,40.45294,-3.708256385
6,Tetuan,62,Cuatro Caminos,3247,18585,7618,29450,471,4465,222,5158,34608,2019,40.45189878,-3.697045193
6,Tetuan,63,Castillejos,1745,10956,4719,17420,261,2670,162,3093,20513,2019,40.46134697,-3.693356225
6,Tetuan,64,Almenara,2423,12599,4359,19381,319,2801,141,3261,22642,2019,40.47103588,-3.694080974
6,Tetuan,65,Valdeacederas,2722,13782,3616,20120,690,5041,170,5901,26021,2019,40.46718587,-3.7041086
6,Tetuan,66,Berruguete,2470,12519,4003,18992,678,5178,159,6015,25007,2019,40.45985193,-3.704826662
7,Chamberí,71,Gaztambide,1993,12576,5739,20308,186,2277,120,2583,22891,2019,40.43542661,-3.714663465
7,Chamberí,72,Arapiles,2378,13575,5756,21709,236,2374,136,2746,24455,2019,40.43518428,-3.707955628
7,Chamberí,73,Trafalgar,2305,14021,5086,21412,259,2869,156,3284,24696,2019,40.43363365,-3.701411104
7,Chamberí,74,Almagro,2093,10497,4539,17129,226,2259,193,2678,19807,2019,40.43360636,-3.693021998
7,Chamberí,75,Ríos Rosas,2895,15210,6241,24346,258,2633,145,3036,27382,2019,40.4427227,-3.698042305
7,Chamberí,76,Vallehermoso,2188,10977,5557,18722,141,1298,56,1495,20217,2019,40.44318403,-3.712532749
8,Fuencarral-El Pardo,81,El Pardo,392,2039,882,3313,15,120,6,141,3454,2019,40.51912143,-3.775335377
8,Fuencarral-El Pardo,82,Fuentelarreina,532,1659,831,3022,23,189,31,243,3265,2019,40.48026345,-3.740247143
8,Fuencarral-El Pardo,83,Peñagrande,5473,24399,11214,41086,401,2816,205,3422,44508,2019,40.47944107,-3.727305098
8,Fuencarral-El Pardo,84,Pilar,4355,23416,13341,41112,705,4357,245,5307,46419,2019,40.4775353,-3.709172991
8,Fuencarral-El Pardo,85,La Paz,3542,17823,10637,32002,222,1424,117,1763,33765,2019,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,14096,34590,7123,55809,1127,5955,310,7392,63201,2019,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,6938,19698,4642,31278,218,1278,124,1620,32898,2019,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,5989,10111,1417,17517,173,774,47,994,18511,2019,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,1236,7447,3195,11878,80,979,54,1113,12991,2019,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,2187,13026,5887,21100,209,2640,144,2993,24093,2019,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,1976,8622,4086,14684,87,1406,82,1575,16260,2019,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,3323,15770,7300,26393,399,2823,107,3329,29722,2019,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,1774,3612,713,6099,82,512,33,627,6726,2019,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,536,1504,507,2547,20,206,35,261,2808,2019,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,5057,15240,3888,24185,370,2141,126,2637,26823,2019,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,2198,9797,2927,14922,310,2105,60,2475,17397,2019,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,4068,21186,8437,33691,816,7000,223,8039,41730,2019,40.41000702,-3.732608671
10,Latina,103,Lucero,3777,18238,7946,29961,761,5177,191,6129,36090,2019,40.40062093,-3.751121549
10,Latina,104,Aluche,6082,30125,19504,55711,1477,8816,344,10637,66351,2019,40.39422525,-3.755636923
10,Latina,105,Campamento,2059,9109,4519,15687,468,3027,98,3593,19281,2019,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,1312,3753,328,5393,39,290,26,355,5748,2019,40.36810659,-3.785060096
10,Latina,107,Águilas,5420,26006,14190,45616,834,4871,236,5941,51557,2019,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,2015,11102,5222,18339,477,3441,146,4064,22403,2019,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,3195,16190,6733,26118,833,5937,161,6931,33051,2019,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,4258,19675,7296,31229,925,6586,217,7728,38957,2019,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,4506,21096,10187,35789,1297,8609,280,10186,45975,2019,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,4157,16660,6216,27033,1028,6573,226,7827,34860,2019,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,8681,25913,6294,40888,956,5013,198,6167,47055,2019,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,4228,15142,5339,24709,801,5049,180,6030,30739,2019,40.3754323,-3.731427779
12,Usera,121,Orcasitas,3713,12869,4362,20944,267,1549,77,1893,22837,2019,40.36930591,-3.715305938
12,Usera,122,Orcasur,2006,7807,1941,11754,293,1685,76,2054,13808,2019,40.36998198,-3.700980503
12,Usera,123,San Fermín,3649,12288,3209,19146,706,3650,164,4520,23666,2019,40.37201824,-3.690394281
12,Usera,124,Almendrales,2471,9747,3352,15570,806,4922,141,5869,21439,2019,40.38391174,-3.69987246
12,Usera,125,Moscardó,2480,11866,4834,19180,970,6049,154,7173,26353,2019,40.38967101,-3.707229957
12,Usera,126,Zofío,1454,6739,2452,10645,468,2788,67,3323,13968,2019,40.38189691,-3.715139499
12,Usera,127,Pradolongo,1665,6985,2875,11525,853,4929,123,5905,17430,2019,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,4280,18469,6578,29327,793,4422,156,5371,34698,2019,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,4484,19472,5673,29629,1717,10066,252,12035,41664,2019,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,4475,23662,6406,34543,826,4649,148,5623,40166,2019,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,5213,24723,7634,37570,759,4106,159,5024,42594,2019,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,3311,14940,6017,24268,588,3369,125,4082,28350,2019,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,4939,23974,8514,37427,1331,8263,277,9871,47298,2019,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,1044,4941,2214,8199,80,800,58,938,9137,2019,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,1113,4458,519,6090,34,191,19,244,6334,2019,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,2622,15609,7340,25571,186,1405,97,1688,27260,2019,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,1823,9522,4859,16204,212,1397,58,1667,17871,2019,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,1861,8540,4344,14745,328,1976,90,2394,17139,2019,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,1679,8319,4958,14956,252,1569,91,1912,16868,2019,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,4653,24389,11133,40175,873,6796,255,7924,48099,2019,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,6520,31683,13180,51383,1229,9151,346,10726,62111,2019,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,2325,12461,5301,20087,497,3876,162,4535,24622,2019,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,2231,10920,4826,17977,329,2410,139,2878,20856,2019,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,2098,9891,4674,16663,185,1214,68,1467,18130,2019,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,1741,6923,2630,11294,203,930,59,1192,12487,2019,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,925,3426,1390,5741,69,528,49,646,6387,2019,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,244,817,347,1408,18,130,12,160,1568,2019,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,3328,12854,4685,20867,119,899,125,1143,22010,2019,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,1272,3881,964,6117,143,494,36,673,6790,2019,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,2282,8508,1934,12724,461,1594,132,2187,14911,2019,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,4426,21994,10492,36912,540,2957,169,3666,40578,2019,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,5801,27629,13617,47047,789,4596,258,5643,52691,2019,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,1756,9126,3133,14015,201,1132,70,1403,15418,2019,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,14748,33678,3932,52358,1060,4162,299,5521,57879,2019,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,5864,22926,7439,36229,1418,7325,231,8974,45204,2019,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,2261,6720,1904,10885,817,4195,153,5165,16052,2019,40.34096627,-3.68867801
17,Villaverde,173,Butarque,4243,10467,1532,16242,447,2060,121,2628,18870,2019,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,4791,19509,6073,30373,1048,5980,184,7212,37587,2019,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,3088,14990,8110,26188,719,4100,163,4982,31170,2019,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,5826,21444,6444,33714,1143,5211,212,6566,40280,2019,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,2417,14331,5070,21818,430,1978,102,2510,24328,2019,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,10899,28699,1763,41361,600,3675,192,4467,45828,2019,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,4133,16549,7251,27933,1106,5595,182,6883,34816,2019,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,2397,12294,1867,16558,150,868,62,1080,17638,2019,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,5218,11298,977,17493,94,519,36,649,18142,2019,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,362,992,47,1401,16,111,2,129,1530,2019,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,3785,15140,4288,23213,576,3972,157,4705,27918,2019,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,967,4919,2124,8010,162,941,44,1147,9157,2019,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,1084,4489,1624,7197,217,1124,37,1378,8575,2019,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,3446,14141,4268,21855,329,1926,101,2356,24211,2019,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,5325,20425,4197,29947,268,1383,78,1729,31677,2019,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,2990,9037,1770,13797,398,2393,105,2896,16693,2019,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,3007,14764,6491,24262,675,3496,151,4322,28584,2019,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,1218,6925,2309,10452,121,735,43,899,11351,2019,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,3130,10384,4908,18422,126,881,97,1104,19526,2019,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,234,969,271,1474,58,311,8,377,1851,2019,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,744,4089,1344,6177,166,1181,41,1388,7565,2019,40.4751537,-3.578636314
21,Barajas,214,Timón,2394,7594,1170,11158,205,932,93,1230,12388,2019,40.47671694,-3.592465453
21,Barajas,215,Corralejos,1852,4543,739,7134,67,412,29,508,7642,2019,40.46573908,-3.607084051
