Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Sin_Estudio,Nivel_De_Educación_Básico,Nivel_De_Educación_Medio,Nivel_De_Educación_Alto,Nivel_de_educación,Año,Latitud ,Longitud
1,Centro,11,Palacio,496,4209,5319,10169,3,2021,40.41693878,-3.718042236
1,Centro,12,Embajadores,1505,11180,10424,17131,3,2021,40.41107777,-3.703573122
1,Centro,13,Cortes,160,1662,2432,5045,3,2021,40.41590962,-3.698176901
1,Centro,14,Justicia,224,2747,3740,8822,3,2021,40.42372487,-3.696153568
1,Centro,15,Universidad,533,5925,7466,14887,3,2021,40.42659076,-3.708216164
1,Centro,16,Sol,123,1458,1939,3244,3,2021,40.41830574,-3.705371802
2,Arganzuela,21,Imperial,380,4005,5246,8633,3,2021,40.40414744,-3.718012535
2,Arganzuela,22,Acacias,599,6565,8083,14558,3,2021,40.40184369,-3.70730731
2,Arganzuela,23,Chopera,512,5283,4780,6019,3,2021,40.39476145,-3.699616248
2,Arganzuela,24,Legazpi,159,2108,4068,7973,3,2021,40.38934077,-3.686816155
2,Arganzuela,25,Delicias,439,5292,6099,10407,3,2021,40.39706357,-3.690456946
2,Arganzuela,26,Palos de Moguer,591,5470,5805,9750,3,2021,40.40415134,-3.695308006
2,Arganzuela,27,Atocha,16,232,341,418,3,2021,40.40274032,-3.688177947
3,Retiro,31,Pacífico,507,5801,7643,13384,3,2021,40.40406672,-3.67840479
3,Retiro,32,Adelfas,329,3152,4136,7214,3,2021,40.40162378,-3.670517136
3,Retiro,33,Estrella,266,3162,4726,10229,3,2021,40.41237553,-3.666253718
3,Retiro,34,Ibiza,287,3195,4368,9525,3,2021,40.41908803,-3.674417336
3,Retiro,35,Los Jerónimos,77,859,1444,3216,3,2021,40.41397694,-3.685503758
3,Retiro,36,Niño Jesús,100,1560,2801,7298,3,2021,40.41157409,-3.673287882
4,Salamanca,41,Recoletos,96,1537,2631,8178,3,2021,40.42492822,-3.685719609
4,Salamanca,42,Goya,333,3914,5715,14098,3,2021,40.42509854,-3.674486022
4,Salamanca,43,Fuente del Berro,295,3613,4665,8604,3,2021,40.42532859,-3.664001882
4,Salamanca,44,Guindalera,529,5916,8733,18588,3,2021,40.43630674,-3.66653976
4,Salamanca,45,Lista,210,2708,3970,9993,3,2021,40.43140714,-3.676307495
4,Salamanca,46,Castellana,132,1822,2969,8386,3,2021,40.43348152,-3.684552837
5,Chamartin,51,El Viso,159,1818,2895,8394,3,2021,40.44514093,-3.685298004
5,Chamartin,52,Prosperidad,455,5710,8204,15373,3,2021,40.44359358,-3.669811488
5,Chamartin,53,Ciudad Jardín,240,3032,3940,7851,3,2021,40.44872948,-3.672972488
5,Chamartin,54,Hispanoamérica,263,3520,5778,14978,3,2021,40.45552562,-3.6771435
5,Chamartin,55,Nueva España,156,2199,3920,12168,3,2021,40.46296601,-3.678451861
5,Chamartin,56,Castilla,206,1946,3219,7987,3,2021,40.47398532,-3.679434358
6,Tetuan,61,Bellas Vistas,717,8427,6227,8034,1,2021,40.45294,-3.708256385
6,Tetuan,62,Cuatro Caminos,540,6492,6831,14634,3,2021,40.45189878,-3.697045193
6,Tetuan,63,Castillejos,325,3720,4253,8907,3,2021,40.46134697,-3.693356225
6,Tetuan,64,Almenara,1008,6940,4752,5240,1,2021,40.47103588,-3.694080974
6,Tetuan,65,Valdeacederas,925,8354,5839,5835,1,2021,40.46718587,-3.7041086
6,Tetuan,66,Berruguete,678,7824,5692,6052,1,2021,40.45985193,-3.704826662
7,Chamberí,71,Gaztambide,275,3439,4269,10963,3,2021,40.43542661,-3.714663465
7,Chamberí,72,Arapiles,348,3873,4710,10993,3,2021,40.43518428,-3.707955628
7,Chamberí,73,Trafalgar,309,3596,4798,11729,3,2021,40.43363365,-3.701411104
7,Chamberí,74,Almagro,179,2644,3487,9364,3,2021,40.43360636,-3.693021998
7,Chamberí,75,Ríos Rosas,344,3922,4945,12980,3,2021,40.4427227,-3.698042305
7,Chamberí,76,Vallehermoso,144,2311,3625,10018,3,2021,40.44318403,-3.712532749
8,Fuencarral-El Pardo,81,El Pardo,128,1096,905,664,1,2021,40.51912143,-3.775335377
8,Fuencarral-El Pardo,82,Fuentelarreina,26,335,510,1552,3,2021,40.48026345,-3.740247143
8,Fuencarral-El Pardo,83,Peñagrande,1319,10224,10025,13478,3,2021,40.47944107,-3.727305098
8,Fuencarral-El Pardo,84,Pilar,1746,13850,10745,11642,1,2021,40.4775353,-3.709172991
8,Fuencarral-El Pardo,85,La Paz,419,5611,7545,13578,3,2021,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,1413,11068,12061,19391,3,2021,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,375,2833,5412,14392,3,2021,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,184,1258,2843,7218,3,2021,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,249,2462,2925,5028,3,2021,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,277,3457,4576,11425,3,2021,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,158,1879,2729,7745,3,2021,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,834,7954,7003,7975,3,2021,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,44,495,769,2967,3,2021,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,33,288,477,1253,3,2021,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,336,2883,4359,11073,3,2021,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,894,5559,3956,2837,1,2021,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,1644,13466,9752,8723,1,2021,40.41000702,-3.732608671
10,Latina,103,Lucero,1677,12006,8344,6528,1,2021,40.40062093,-3.751121549
10,Latina,104,Aluche,2658,23899,16054,11577,1,2021,40.39422525,-3.755636923
10,Latina,105,Campamento,697,6432,4800,3517,1,2021,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,92,1137,1458,1383,2,2021,40.36810659,-3.785060096
10,Latina,107,Águilas,2634,18336,12626,7686,1,2021,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,781,7576,5465,4659,1,2021,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,1191,11831,7829,5770,1,2021,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,2108,14441,8388,5972,1,2021,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,1922,18271,10384,6406,1,2021,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,1963,13659,7357,4109,1,2021,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,1473,13354,11694,7751,1,2021,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,1307,11526,6646,3929,1,2021,40.3754323,-3.731427779
12,Usera,121,Orcasitas,1792,8360,4751,2169,1,2021,40.36930591,-3.715305938
12,Usera,122,Orcasur,1216,5253,2372,1453,1,2021,40.36998198,-3.700980503
12,Usera,123,San Fermín,1243,8551,4828,2486,1,2021,40.37201824,-3.690394281
12,Usera,124,Almendrales,931,8663,4340,2934,1,2021,40.38391174,-3.69987246
12,Usera,125,Moscardó,894,10618,5661,3584,1,2021,40.38967101,-3.707229957
12,Usera,126,Zofío,702,5907,2836,1399,1,2021,40.38189691,-3.715139499
12,Usera,127,Pradolongo,926,8261,3135,1330,1,2021,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,3681,14828,6037,1981,1,2021,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,2213,17558,8649,4383,1,2021,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,2067,13881,9323,5335,1,2021,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,3469,16102,9009,4484,1,2021,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,2403,11842,5415,2499,1,2021,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,2698,18585,10268,5805,1,2021,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,601,2499,2264,1638,1,2021,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,155,1049,1426,1719,3,2021,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,828,6882,6675,7116,3,2021,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,841,5050,4182,4084,1,2021,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,860,5948,4207,2662,1,2021,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,752,5435,4335,3253,1,2021,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,1742,16071,11923,9250,1,2021,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,2473,21088,15091,11020,1,2021,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,690,7292,6076,5879,1,2021,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,417,5042,5114,6108,3,2021,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,553,4030,4143,5592,3,2021,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,136,1453,2350,5396,3,2021,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,92,774,1228,2802,3,2021,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,6,156,286,716,3,2021,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,274,2168,4045,9751,3,2021,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,36,539,1248,2868,3,2021,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,133,1277,2475,6512,3,2021,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,1373,10725,9839,10404,1,2021,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,2137,16340,12745,10791,1,2021,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,588,3801,4024,3604,2,2021,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,509,4885,11416,24281,3,2021,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,3368,17883,9348,4071,1,2021,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,1136,7382,2504,840,1,2021,40.34096627,-3.68867801
17,Villaverde,173,Butarque,657,5521,5050,2829,1,2021,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,2137,13594,8367,4083,1,2021,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,1749,12422,7548,4104,1,2021,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,3100,15134,8093,3219,1,2021,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,1053,7198,6613,4443,1,2021,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,708,8812,13078,12218,2,2021,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,2699,14196,5175,3262,1,2021,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,529,3743,4460,3853,2,2021,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,162,2485,4724,4261,2,2021,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,19,785,1300,1085,2,2021,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,1121,8741,6445,5273,1,2021,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,629,3809,2043,863,1,2021,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,575,3787,1645,659,1,2021,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,1477,8235,5371,3221,1,2021,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,543,6169,8140,7545,2,2021,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,290,3072,4034,5000,3,2021,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,1360,10347,6615,4486,1,2021,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,185,1939,2698,3994,3,2021,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,180,2717,4919,6968,3,2021,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,122,695,445,191,1,2021,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,389,2473,2081,1155,1,2021,40.4751537,-3.578636314
21,Barajas,214,Timón,297,2345,3226,3538,3,2021,40.47671694,-3.592465453
21,Barajas,215,Corralejos,97,607,1426,2897,3,2021,40.46573908,-3.607084051
